0001	Donald Trump	Wow.
0002	Donald Trump	Oh, hello, Fargo.
0003	Donald Trump	Hi, Fargo.
0004	Donald Trump	We love you, Fargo.
0005	Donald Trump	What a place.
0006	Donald Trump	What a place.
0007	Donald Trump	Thank you very much.
0008	Donald Trump	This is an honor.
0009	Donald Trump	You know, I wish we could have had this stage back about 100 yards.
0010	Donald Trump	You'd see how many people.
0011	Donald Trump	This place is packed.
0012	Donald Trump	This place is packed.
0013	Donald Trump	The only thing more packed is outside, trying to get in.
0014	Donald Trump	They're having a hard time.
0015	Donald Trump	They can't get in.
0016	Donald Trump	It's full.
0017	Donald Trump	You know, we had the chance for a 24,000seat arena.
0018	Donald Trump	And we should have taken it.
0019	Donald Trump	The problem is, if we had two empty seats, we didn't quite get there, which will always happen, they will say, "He didn't fill up the arena.
0020	Donald Trump	He didn't fill it up."
0021	Donald Trump	Right.
0022	Donald Trump	That's what they'll say.
0023	Donald Trump	He didn't fill that arena up.
0024	Donald Trump	Twentyfour thousand seats.
0025	Donald Trump	No, we would have filled it up very easily, in retrospect, but that's OK.
0026	Donald Trump	Thank you very much.
0027	Donald Trump	I am thrilled to be here in the great state of North Dakota with so many hardworking American patriots.
0028	Donald Trump	Right?
0029	Donald Trump	And I want to congratulate  right?
0030	Donald Trump	We want to do this.
0031	Donald Trump	You know what I'm going to say.
0032	Donald Trump	I want to congratulate the North Dakota State Bison.
0033	Donald Trump	I shouldn't tell you this.
0034	Donald Trump	I shouldn't tell you this, but when I was coming out, they were talking about Bison.
0035	Donald Trump	I said, "I thought there was an s." They said, "It is.
0036	Donald Trump	But it's pronounced Bizon."
0037	Donald Trump	So, we didn't want to get that wrong, right?
0038	Donald Trump	But that is some  that is some great national championship team.
0039	Donald Trump	That's a great group of winners.
0040	Donald Trump	Winners.
0041	Donald Trump	We're honored to be joined by many of your wonderful North Dakota leaders.
0042	Donald Trump	Your governor, and a great guy, Doug Burgum, and his wife, First Lady of North Dakota, Kathryn Burgum.
0043	Donald Trump	Where are you, Governor?
0044	Donald Trump	Where are you?
0045	Donald Trump	Thank you, Governor.
0046	Donald Trump	Your former governor, Ed Schafer.
0047	Donald Trump	Ed.
0048	Donald Trump	Nice guy.
0049	Donald Trump	A friend of mine, who employs a lot of people, a very successful guy.
0050	Donald Trump	He puts a straw in the ground and oil comes out.
0051	Donald Trump	These big companies, they go out, they spend billions looking for oil.
0052	Donald Trump	They don't find anything.
0053	Donald Trump	Harold Hamm.
0054	Donald Trump	Where's Harold?
0055	Donald Trump	Where is Harold?
0056	Donald Trump	If I ever want to find oil, I'm going to call Harold.
0057	Donald Trump	Here's a straw, Harold.
0058	Donald Trump	North Dakota Republican Party Chairman, great guy, really helpful, Rick Berg.
0059	Donald Trump	Thank you, Rick.
0060	Donald Trump	A man who is so incredibly helpful, to me and to you, and to everybody.
0061	Donald Trump	A special person who works so hard.
0062	Donald Trump	I call him allaction, notalk, that's  don't we like that?
0063	Donald Trump	Allaction...
0064	Donald Trump	Senator John Hoeven.
0065	Donald Trump	He is fantastic.
0066	Donald Trump	And I also want to thank Kelly Armstrong, who's running for Congress.
0067	Donald Trump	He's going to win.
0068	Donald Trump	And Kelly, thank you very much.
0069	Donald Trump	Thank you.
0070	Donald Trump	Good guy.
0071	Donald Trump	We also have a couple of big supporters.
0072	Donald Trump	Do you ever see this guy with the pillows on Fox?
0073	Donald Trump	John?
0074	Donald Trump	MyPillow guy.
0075	Donald Trump	Mike Liddell.
0076	Donald Trump	Where is Mike?
0077	Donald Trump	He is the greatest.
0078	Donald Trump	I have never seen so many ads for so long.
0079	Donald Trump	And you know what?
0080	Donald Trump	I think he gets them for, like, peanuts.
0081	Donald Trump	First of all, he does make a great product.
0082	Donald Trump	Great pillows.
0083	Donald Trump	I actually use them, believe it or not.
0084	Donald Trump	But he's been  he's been a supporter from day one.
0085	Donald Trump	And I said, "You know, I want you to be my ad buyer."
0086	Donald Trump	Because I guarantee you, he makes great deals.
0087	Donald Trump	So, I haven't asked him yet.
0088	Donald Trump	Will you be my ad buyer, please, Mike?
